NeckX,NeckY,RShoulderX,RShoulderY,RElbowX,RElbowY,RWristX,RWristY,LHipX,LHipY,LKneesX,LKneesY,LAnkleX,LAnkleY,RKneesX,RKneesY,RAnkleX,RAnkleY
188.6759259,97.74456522,142.1712963,106.6304348,104.9675926,165.8695652,35.875,216.2228261,201.962963,497.6086957,245.8101852,251.7663043,245.8101852,382.0923913,225.8796296,470.951087,178.0462963,53.31521739
105,100.076087,67.66666667,109.173913,57.16666667,206.2173913,44.69,145.4444,85.233,470.999,155.1666667,254.7391304,168,373.0108696,186.6666667,503.4130435,74.66666667,57.61956522
138.4074074,100.7065217,90.44444444,112.5543478,72.62962963,192.5271739,43.85185185,245.8423913,153.4814815,500.5706522,191.8518519,251.7663043,205.5555556,382.0923913,186.3703704,467.9891304,121.962963,56.27717391
62.28703704,99.7173913,24.11111111,120.8695652,31.14351852,211.5217391,44.69,145.4444,85.233,470.999,118.5462963,259.8695652,138.6388889,386.7826087,122.5648148,474.4130435,47.21759259,63.45652174
95.39351852,106.6195652,55.76851852,122.298913,55.76851852,191.2880435,44.02777778,206.9673913,74.84722222,529.9619565,151.162037,250.8695652,211.3333333,354.3532609,271.5046296,486.0597826,67.50925926,56.44565217
146.3888889,114.0652174,105.0555556,126.7391304,77.5,199.6141304,43.05555556,262.9836957,117.1111111,538.6413043,206.6666667,259.8152174,265.2222222,364.375,325.5,506.9565217,120.5555556,60.20108696
85.2037037,82.55434783,54.49074074,99.06521739,71.33333333,179.2608696,44.69,145.4444,73.31481481,358.5217391,142.6666667,200.4891304,155.5462963,283.0434783,138.7037037,408.0543478,53.5,51.89130435
91.97222222,88.67934783,57.75,107.8532609,45.98611111,170.1684783,44.69,145.4444,72.72222222,359.5108696,156.1388889,206.1195652,162.5555556,287.6086957,147.5833333,409.8423913,60.95833333,55.125
79.25925926,84.07608696,47.55555556,100.8913043,43.59259259,184.9673913,44.69,145.4444,62.41666667,350.7173913,137.712963,199.3804348,149.6018519,283.4565217,133.75,403.5652174,47.55555556,52.84782609
88.0462963,93.39130435,41.64351852,102.1467391,51.16203704,178.0271739,46.40277778,198.4565217,33.31481481,487.3858696,133.2592593,253.9076087,147.537037,358.9728261,127.3101852,490.3043478,72.5787037,55.45108696
222.6851852,130.576087,185.0694444,146.5,130.9027778,146.5,44.69,145.4444,153.4722222,528.673913,284.375,283.4456522,303.9351852,394.9130435,300.9259259,500.0108696,225.6944444,60.51086957
